O*NET-SOC Code	Title	Element ID	Element Name	Data Value
11-3012.00	Administrative Services Managers	4.A.3.a.3	Controlling Machines and Processes	2.92
11-3012.00	Administrative Services Managers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.56
11-3012.00	Administrative Services Managers	4.A.3.b.1	Working with Computers	4.15
11-3012.00	Administrative Services Managers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	2.04
11-3012.00	Administrative Services Managers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.49
11-3012.00	Administrative Services Managers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	2.38
11-3012.00	Administrative Services Managers	4.A.3.b.6	Documenting/Recording Information	3.95
11-3012.00	Administrative Services Managers	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.27
11-3012.00	Administrative Services Managers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.44
11-3012.00	Administrative Services Managers	4.A.4.a.3	Communicating with People Outside the Organization	3.84
11-3012.00	Administrative Services Managers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	4.16
11-3012.00	Administrative Services Managers	4.A.4.a.5	Assisting and Caring for Others	3.23
11-3012.00	Administrative Services Managers	4.A.4.a.6	Selling or Influencing Others	2.49
11-3012.00	Administrative Services Managers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.6
11-3012.00	Administrative Services Managers	4.A.4.a.8	Performing for or Working Directly with the Public	3.06
11-3012.00	Administrative Services Managers	4.A.4.b.1	Coordinating the Work and Activities of Others	3.94
11-3012.00	Administrative Services Managers	4.A.4.b.2	Developing and Building Teams	3.71
11-3012.00	Administrative Services Managers	4.A.4.b.3	Training and Teaching Others	3.34
11-3012.00	Administrative Services Managers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3.9
11-3012.00	Administrative Services Managers	4.A.4.b.5	Coaching and Developing Others	3.64
11-3012.00	Administrative Services Managers	4.A.4.b.6	Providing Consultation and Advice to Others	3.22
11-3012.00	Administrative Services Managers	4.A.4.c.1	Performing Administrative Activities	4.03
11-3012.00	Administrative Services Managers	4.A.4.c.2	Staffing Organizational Units	3.26
11-3012.00	Administrative Services Managers	4.A.4.c.3	Monitoring and Controlling Resources	3.77
11-3013.00	Facilities Managers	4.A.1.a.1	Getting Information	4.42
11-3013.00	Facilities Managers	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	4.19
11-3013.00	Facilities Managers	4.A.1.b.1	Identifying Objects, Actions, and Events	4.42
11-3013.00	Facilities Managers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	4.07
11-3013.00	Facilities Managers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	3.75
11-3013.00	Facilities Managers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	4.0
11-3013.00	Facilities Managers	4.A.2.a.2	Processing Information	3.61
11-3013.00	Facilities Managers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	4.14
11-3013.00	Facilities Managers	4.A.2.a.4	Analyzing Data or Information	3.86
11-3013.00	Facilities Managers	4.A.2.b.1	Making Decisions and Solving Problems	4.49
11-3013.00	Facilities Managers	4.A.2.b.2	Thinking Creatively	4.23
11-3013.00	Facilities Managers	4.A.2.b.3	Updating and Using Relevant Knowledge	4.09
11-3013.00	Facilities Managers	4.A.2.b.4	Developing Objectives and Strategies	3.74
11-3013.00	Facilities Managers	4.A.2.b.5	Scheduling Work and Activities	4.07
11-3013.00	Facilities Managers	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	4.33
11-3013.00	Facilities Managers	4.A.3.a.1	Performing General Physical Activities	3.5
11-3013.00	Facilities Managers	4.A.3.a.2	Handling and Moving Objects	3.18
11-3013.00	Facilities Managers	4.A.3.a.3	Controlling Machines and Processes	3.41
11-3013.00	Facilities Managers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	3.21
11-3013.00	Facilities Managers	4.A.3.b.1	Working with Computers	3.74
11-3013.00	Facilities Managers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	3.69
11-3013.00	Facilities Managers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	3.33
11-3013.00	Facilities Managers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	3.02
11-3013.00	Facilities Managers	4.A.3.b.6	Documenting/Recording Information	3.89
11-3013.00	Facilities Managers	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.76
11-3013.00	Facilities Managers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.44
11-3013.00	Facilities Managers	4.A.4.a.3	Communicating with People Outside the Organization	4.04
11-3013.00	Facilities Managers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.74
11-3013.00	Facilities Managers	4.A.4.a.5	Assisting and Caring for Others	2.94
11-3013.00	Facilities Managers	4.A.4.a.6	Selling or Influencing Others	2.66
11-3013.00	Facilities Managers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.97
11-3013.00	Facilities Managers	4.A.4.a.8	Performing for or Working Directly with the Public	2.91
11-3013.00	Facilities Managers	4.A.4.b.1	Coordinating the Work and Activities of Others	4.02
11-3013.00	Facilities Managers	4.A.4.b.2	Developing and Building Teams	3.9
11-3013.00	Facilities Managers	4.A.4.b.3	Training and Teaching Others	3.71
11-3013.00	Facilities Managers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3.74
11-3013.00	Facilities Managers	4.A.4.b.5	Coaching and Developing Others	3.63
11-3013.00	Facilities Managers	4.A.4.b.6	Providing Consultation and Advice to Others	3.2
11-3013.00	Facilities Managers	4.A.4.c.1	Performing Administrative Activities	3.64
11-3013.00	Facilities Managers	4.A.4.c.2	Staffing Organizational Units	3.26
11-3013.00	Facilities Managers	4.A.4.c.3	Monitoring and Controlling Resources	3.84
11-3013.01	Security Managers	4.A.1.a.1	Getting Information	4.45
11-3013.01	Security Managers	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.85
11-3013.01	Security Managers	4.A.1.b.1	Identifying Objects, Actions, and Events	4.15
11-3013.01	Security Managers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.58
11-3013.01	Security Managers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	3.25
11-3013.01	Security Managers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.84
11-3013.01	Security Managers	4.A.2.a.2	Processing Information	3.9
11-3013.01	Security Managers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	4.25
11-3013.01	Security Managers	4.A.2.a.4	Analyzing Data or Information	4.11
11-3013.01	Security Managers	4.A.2.b.1	Making Decisions and Solving Problems	4.65
11-3013.01	Security Managers	4.A.2.b.2	Thinking Creatively	3.79
11-3013.01	Security Managers	4.A.2.b.3	Updating and Using Relevant Knowledge	4.16
11-3013.01	Security Managers	4.A.2.b.4	Developing Objectives and Strategies	4.0
11-3013.01	Security Managers	4.A.2.b.5	Scheduling Work and Activities	3.75
11-3013.01	Security Managers	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	4.0
11-3013.01	Security Managers	4.A.3.a.1	Performing General Physical Activities	3.11
11-3013.01	Security Managers	4.A.3.a.2	Handling and Moving Objects	2.65
11-3013.01	Security Managers	4.A.3.a.3	Controlling Machines and Processes	2.4
11-3013.01	Security Managers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.5
11-3013.01	Security Managers	4.A.3.b.1	Working with Computers	4.25
11-3013.01	Security Managers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	2.75
11-3013.01	Security Managers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.25
11-3013.01	Security Managers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	2.53
11-3013.01	Security Managers	4.A.3.b.6	Documenting/Recording Information	4.1
11-3013.01	Security Managers	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.68
11-3013.01	Security Managers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.45
11-3013.01	Security Managers	4.A.4.a.3	Communicating with People Outside the Organization	3.95
11-3013.01	Security Managers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	4.4
11-3013.01	Security Managers	4.A.4.a.5	Assisting and Caring for Others	3.74
11-3013.01	Security Managers	4.A.4.a.6	Selling or Influencing Others	3.65
11-3013.01	Security Managers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	4.25
11-3013.01	Security Managers	4.A.4.a.8	Performing for or Working Directly with the Public	3.4
11-3013.01	Security Managers	4.A.4.b.1	Coordinating the Work and Activities of Others	4.05
11-3013.01	Security Managers	4.A.4.b.2	Developing and Building Teams	4.4
11-3013.01	Security Managers	4.A.4.b.3	Training and Teaching Others	4.1
11-3013.01	Security Managers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	4.21
11-3013.01	Security Managers	4.A.4.b.5	Coaching and Developing Others	4.32
11-3013.01	Security Managers	4.A.4.b.6	Providing Consultation and Advice to Others	3.9
11-3013.01	Security Managers	4.A.4.c.1	Performing Administrative Activities	3.35
11-3013.01	Security Managers	4.A.4.c.2	Staffing Organizational Units	3.89
11-3013.01	Security Managers	4.A.4.c.3	Monitoring and Controlling Resources	3.74
11-3021.00	Computer and Information Systems Managers	4.A.1.a.1	Getting Information	4.43
11-3021.00	Computer and Information Systems Managers	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.79
11-3021.00	Computer and Information Systems Managers	4.A.1.b.1	Identifying Objects, Actions, and Events	4.31
11-3021.00	Computer and Information Systems Managers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	2.96
11-3021.00	Computer and Information Systems Managers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	3.64
11-3021.00	Computer and Information Systems Managers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.86
11-3021.00	Computer and Information Systems Managers	4.A.2.a.2	Processing Information	3.94
11-3021.00	Computer and Information Systems Managers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.72
11-3021.00	Computer and Information Systems Managers	4.A.2.a.4	Analyzing Data or Information	4.25
11-3021.00	Computer and Information Systems Managers	4.A.2.b.1	Making Decisions and Solving Problems	4.51
11-3021.00	Computer and Information Systems Managers	4.A.2.b.2	Thinking Creatively	3.58
11-3021.00	Computer and Information Systems Managers	4.A.2.b.3	Updating and Using Relevant Knowledge	3.89
11-3021.00	Computer and Information Systems Managers	4.A.2.b.4	Developing Objectives and Strategies	3.99
11-3021.00	Computer and Information Systems Managers	4.A.2.b.5	Scheduling Work and Activities	3.72
11-3021.00	Computer and Information Systems Managers	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	4.31
11-3021.00	Computer and Information Systems Managers	4.A.3.a.1	Performing General Physical Activities	2.01
11-3021.00	Computer and Information Systems Managers	4.A.3.a.2	Handling and Moving Objects	1.65
11-3021.00	Computer and Information Systems Managers	4.A.3.a.3	Controlling Machines and Processes	1.98
11-3021.00	Computer and Information Systems Managers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	1.63
11-3021.00	Computer and Information Systems Managers	4.A.3.b.1	Working with Computers	4.9
11-3021.00	Computer and Information Systems Managers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.98
11-3021.00	Computer and Information Systems Managers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	1.48
11-3021.00	Computer and Information Systems Managers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.99
11-3021.00	Computer and Information Systems Managers	4.A.3.b.6	Documenting/Recording Information	3.36
11-3021.00	Computer and Information Systems Managers	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.56
11-3021.00	Computer and Information Systems Managers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.36
11-3021.00	Computer and Information Systems Managers	4.A.4.a.3	Communicating with People Outside the Organization	3.13
11-3021.00	Computer and Information Systems Managers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.9
11-3021.00	Computer and Information Systems Managers	4.A.4.a.5	Assisting and Caring for Others	2.38
11-3021.00	Computer and Information Systems Managers	4.A.4.a.6	Selling or Influencing Others	3.11
11-3021.00	Computer and Information Systems Managers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.5
11-3021.00	Computer and Information Systems Managers	4.A.4.a.8	Performing for or Working Directly with the Public	1.81
11-3021.00	Computer and Information Systems Managers	4.A.4.b.1	Coordinating the Work and Activities of Others	3.9
11-3021.00	Computer and Information Systems Managers	4.A.4.b.2	Developing and Building Teams	4.12
11-3021.00	Computer and Information Systems Managers	4.A.4.b.3	Training and Teaching Others	3.2
11-3021.00	Computer and Information Systems Managers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3.98
11-3021.00	Computer and Information Systems Managers	4.A.4.b.5	Coaching and Developing Others	3.76
11-3021.00	Computer and Information Systems Managers	4.A.4.b.6	Providing Consultation and Advice to Others	3.45
11-3021.00	Computer and Information Systems Managers	4.A.4.c.1	Performing Administrative Activities	3.15
11-3021.00	Computer and Information Systems Managers	4.A.4.c.2	Staffing Organizational Units	3.58
11-3021.00	Computer and Information Systems Managers	4.A.4.c.3	Monitoring and Controlling Resources	3.58
11-3031.00	Financial Managers	4.A.1.a.1	Getting Information	4.23
11-3031.00	Financial Managers	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.11
11-3031.00	Financial Managers	4.A.1.b.1	Identifying Objects, Actions, and Events	3.32
11-3031.00	Financial Managers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	2.15
11-3031.00	Financial Managers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	2.66
11-3031.00	Financial Managers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.72
11-3031.00	Financial Managers	4.A.2.a.2	Processing Information	4.27
11-3031.00	Financial Managers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	4.22
11-3031.00	Financial Managers	4.A.2.a.4	Analyzing Data or Information	3.95
11-3031.00	Financial Managers	4.A.2.b.1	Making Decisions and Solving Problems	4.22
11-3031.00	Financial Managers	4.A.2.b.2	Thinking Creatively	3.07
11-3031.00	Financial Managers	4.A.2.b.3	Updating and Using Relevant Knowledge	3.78
11-3031.00	Financial Managers	4.A.2.b.4	Developing Objectives and Strategies	3.6
11-3031.00	Financial Managers	4.A.2.b.5	Scheduling Work and Activities	3.64
11-3031.00	Financial Managers	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	4.06
11-3031.00	Financial Managers	4.A.3.a.1	Performing General Physical Activities	1.88
11-3031.00	Financial Managers	4.A.3.a.2	Handling and Moving Objects	1.52
11-3031.00	Financial Managers	4.A.3.a.3	Controlling Machines and Processes	1.78
11-3031.00	Financial Managers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	1.74
11-3031.00	Financial Managers	4.A.3.b.1	Working with Computers	4.34
11-3031.00	Financial Managers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.28
11-3031.00	Financial Managers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	1.13
11-3031.00	Financial Managers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.36
11-3031.00	Financial Managers	4.A.3.b.6	Documenting/Recording Information	3.61
11-3031.00	Financial Managers	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.27
11-3031.00	Financial Managers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.28
11-3031.00	Financial Managers	4.A.4.a.3	Communicating with People Outside the Organization	3.54
11-3031.00	Financial Managers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	4.31
11-3031.00	Financial Managers	4.A.4.a.5	Assisting and Caring for Others	2.37
11-3031.00	Financial Managers	4.A.4.a.6	Selling or Influencing Others	2.74
11-3031.00	Financial Managers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.12
11-3031.00	Financial Managers	4.A.4.a.8	Performing for or Working Directly with the Public	3.35
11-3031.00	Financial Managers	4.A.4.b.1	Coordinating the Work and Activities of Others	4.01
11-3031.00	Financial Managers	4.A.4.b.2	Developing and Building Teams	3.71
